epoch,train_loss,train_precision,train_recall,train_micro_f1,train_macro_f1,test_loss,test_precision,test_recall,test_micro_f1,test_macro_f1,best_macro_f1,test_spearmanr,test_kendalltau,test_pairwise_acc,test_auc,test_precision_mse,test_recall_mse,test_micro_f1_mse,test_macro_f1_mse,best_macro_f1_mse,test_spearmanr_mse,test_kendalltau_mse,test_pairwise_acc_mse
83.0000,0.7757,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
84.0000,0.7777,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
85.0000,0.7802,0.7630,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
86.0000,0.7681,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
87.0000,0.7832,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
88.0000,0.7828,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
89.0000,0.7812,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
90.0000,0.7824,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
91.0000,0.7805,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
92.0000,0.7695,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
93.0000,0.7925,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
94.0000,0.7820,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
95.0000,0.7729,0.7624,0.6371,0.7966,0.6631,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
96.0000,0.7840,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
97.0000,0.7837,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
98.0000,0.7777,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
99.0000,0.7694,0.7628,0.6373,0.7971,0.6634,0.7820,0.5369,0.5357,0.7455,0.5351,0.5728,0.5482,0.5305,0.8325,0.8999,0.5291,0.5308,0.7290,0.5281,0.5918,0.5970,0.5795,0.8254
